root,name,profile,ranks,aggs,steps,run_id,time_secs,time_secs_base,ratio
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n20-run1,10_tau_tracetgt,512.0,1.0,20.0,1.0,2.6642,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n20-run1,11_dftracer,512.0,1.0,20.0,1.0,2.5656,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n20-run1,18_caliper_tracetgt,512.0,1.0,20.0,1.0,2.5949,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r1024-n20-run1,10_tau_tracetgt,1024.0,1.0,20.0,1.0,2.7896,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r1024-n20-run1,11_dftracer,1024.0,1.0,20.0,1.0,2.6688,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r1024-n20-run1,18_caliper_tracetgt,1024.0,1.0,20.0,1.0,2.7444,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg2-r2048-n20-run1,10_tau_tracetgt,2048.0,2.0,20.0,1.0,2.634,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg2-r2048-n20-run1,11_dftracer,2048.0,2.0,20.0,1.0,2.5766,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg2-r2048-n20-run1,18_caliper_tracetgt,2048.0,2.0,20.0,1.0,2.6099,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg4-r4096-n20-run1,10_tau_tracetgt,4096.0,4.0,20.0,1.0,3.0909,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg4-r4096-n20-run1,11_dftracer,4096.0,4.0,20.0,1.0,2.9927,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg4-r4096-n20-run1,13_scorep,4096.0,4.0,20.0,1.0,0.0,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg4-r4096-n20-run1,18_caliper_tracetgt,4096.0,4.0,20.0,1.0,3.0357,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n100-run1,18_caliper_tracetgt,512.0,1.0,100.0,1.0,219.3761,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n100-run2,18_caliper_tracetgt,512.0,1.0,100.0,2.0,118.0371,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n100-run3,18_caliper_tracetgt,512.0,1.0,100.0,3.0,47.0969,,
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run1,00_noorca,512.0,1.0,200.0,1.0,26.6932,26.6932,1.0
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run2,00_noorca,512.0,1.0,200.0,2.0,26.674,26.674,1.0
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run3,00_noorca,512.0,1.0,200.0,3.0,26.6974,26.6974,1.0
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run1,13_scorep,512.0,1.0,200.0,1.0,32.0995,26.6932,1.202534727945694
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run2,13_scorep,512.0,1.0,200.0,2.0,31.9674,26.674,1.1984479268201245
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run3,13_scorep,512.0,1.0,200.0,3.0,32.0082,26.6974,1.198925738086855
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run1,18_caliper_tracetgt,512.0,1.0,200.0,1.0,95.498,26.6932,3.5776152728035604
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run2,18_caliper_tracetgt,512.0,1.0,200.0,2.0,91.0639,26.674,3.4139574117117797
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n200-run3,18_caliper_tracetgt,512.0,1.0,200.0,3.0,94.8901,26.6974,3.5542824394884898
/mnt/ltio/orcajobs/suites/20251230,amr-agg1-r512-n2000-run1,10_tau_tracetgt,512.0,1.0,2000.0,1.0,354.4801,,
