root,name,profile,ranks,aggs,steps,run_id,trace_size,evtcnt
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,05_or_trace_mpisync,1024,1,2000,1,138687008,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,07_or_tracetgt,1024,1,2000,1,34329160400,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,10_tau_tracetgt,1024,1,2000,1,126634446478,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,11_dftracer,1024,1,2000,1,451347577344,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,15_or_ntv_mpiwait_onlycnt,1024,1,2000,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,16_or_ntv_mpiwait_tracecnt,1024,1,2000,1,6613226,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run1,17_or_ntv_kokkos,1024,1,2000,1,5161547,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,00_noorca,1024,1,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,05_or_trace_mpisync,1024,1,2000,2,139032454,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,07_or_tracetgt,1024,1,2000,2,34481646372,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,10_tau_tracetgt,1024,1,2000,2,126291375914,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,11_dftracer,1024,1,2000,2,450731978098,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,15_or_ntv_mpiwait_onlycnt,1024,1,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,16_or_ntv_mpiwait_tracecnt,1024,1,2000,2,6612679,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run2,17_or_ntv_kokkos,1024,1,2000,2,5161547,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,00_noorca,1024,1,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,05_or_trace_mpisync,1024,1,2000,3,138972868,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,07_or_tracetgt,1024,1,2000,3,34447211274,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,10_tau_tracetgt,1024,1,2000,3,126433260768,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,11_dftracer,1024,1,2000,3,449846472954,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,15_or_ntv_mpiwait_onlycnt,1024,1,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,16_or_ntv_mpiwait_tracecnt,1024,1,2000,3,6632094,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg1-r1024-n2000-run3,17_or_ntv_kokkos,1024,1,2000,3,5161547,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,00_noorca,2048,2,20,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,05_or_trace_mpisync,2048,2,20,1,2705223,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,07_or_tracetgt,2048,2,20,1,480854513,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,10_tau_tracetgt,2048,2,20,1,2088470862,166372754
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,11_dftracer,2048,2,20,1,5808986524,48867666
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,15_or_ntv_mpiwait_onlycnt,2048,2,20,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,16_or_ntv_mpiwait_tracecnt,2048,2,20,1,97259,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n20-run1,17_or_ntv_kokkos,2048,2,20,1,70882,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,00_noorca,2048,2,2000,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,05_or_trace_mpisync,2048,2,2000,1,265232470,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,07_or_tracetgt,2048,2,2000,1,55077786027,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,10_tau_tracetgt,2048,2,2000,1,208955736544,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,11_dftracer,2048,2,2000,1,726056711649,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,15_or_ntv_mpiwait_onlycnt,2048,2,2000,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,16_or_ntv_mpiwait_tracecnt,2048,2,2000,1,11585031,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run1,17_or_ntv_kokkos,2048,2,2000,1,6157462,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,00_noorca,2048,2,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,05_or_trace_mpisync,2048,2,2000,2,267415770,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,07_or_tracetgt,2048,2,2000,2,56207805003,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,10_tau_tracetgt,2048,2,2000,2,208686117493,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,11_dftracer,2048,2,2000,2,725570627287,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,15_or_ntv_mpiwait_onlycnt,2048,2,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,16_or_ntv_mpiwait_tracecnt,2048,2,2000,2,10327213,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run2,17_or_ntv_kokkos,2048,2,2000,2,6157462,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,00_noorca,2048,2,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,05_or_trace_mpisync,2048,2,2000,3,266548479,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,07_or_tracetgt,2048,2,2000,3,55910001425,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,10_tau_tracetgt,2048,2,2000,3,209027364773,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,11_dftracer,2048,2,2000,3,723400582980,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,15_or_ntv_mpiwait_onlycnt,2048,2,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,16_or_ntv_mpiwait_tracecnt,2048,2,2000,3,11804386,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg2-r2048-n2000-run3,17_or_ntv_kokkos,2048,2,2000,3,6157462,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,00_noorca,4096,4,20,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,05_or_trace_mpisync,4096,4,20,1,5554005,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,07_or_tracetgt,4096,4,20,1,1179376817,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,10_tau_tracetgt,4096,4,20,1,4689787643,373475140
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,11_dftracer,4096,4,20,1,13972151368,116282862
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,15_or_ntv_mpiwait_onlycnt,4096,4,20,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,16_or_ntv_mpiwait_tracecnt,4096,4,20,1,177509,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n20-run1,17_or_ntv_kokkos,4096,4,20,1,92612,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,00_noorca,4096,4,2000,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,05_or_trace_mpisync,4096,4,2000,1,523077775,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,07_or_tracetgt,4096,4,2000,1,111027091405,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,10_tau_tracetgt,4096,4,2000,1,424739215059,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,11_dftracer,4096,4,2000,1,1489867395074,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,15_or_ntv_mpiwait_onlycnt,4096,4,2000,1,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,16_or_ntv_mpiwait_tracecnt,4096,4,2000,1,18257227,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run1,17_or_ntv_kokkos,4096,4,2000,1,8149292,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,00_noorca,4096,4,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,05_or_trace_mpisync,4096,4,2000,2,526666783,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,07_or_tracetgt,4096,4,2000,2,113422979034,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,10_tau_tracetgt,4096,4,2000,2,424822678115,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,11_dftracer,4096,4,2000,2,1490662145067,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,15_or_ntv_mpiwait_onlycnt,4096,4,2000,2,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,16_or_ntv_mpiwait_tracecnt,4096,4,2000,2,17699033,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run2,17_or_ntv_kokkos,4096,4,2000,2,8149292,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,00_noorca,4096,4,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,05_or_trace_mpisync,4096,4,2000,3,521953722,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,07_or_tracetgt,4096,4,2000,3,110336286123,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,10_tau_tracetgt,4096,4,2000,3,425098928903,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,11_dftracer,4096,4,2000,3,1495496633682,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,15_or_ntv_mpiwait_onlycnt,4096,4,2000,3,0,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,16_or_ntv_mpiwait_tracecnt,4096,4,2000,3,17728284,-1
/mnt/ltio/orcajobs/suites/20251229,amr-agg4-r4096-n2000-run3,17_or_ntv_kokkos,4096,4,2000,3,8149292,-1
