tier,step,rows_in,rows_out,ts
agg,102.0,40960.0,40.0,2026/01/16-22:13:23.092
agg,103.0,40960.0,40.0,2026/01/16-22:13:24.004
agg,104.0,40960.0,40.0,2026/01/16-22:13:24.019
agg,105.0,40960.0,40.0,2026/01/16-22:13:24.034
agg,106.0,40960.0,40.0,2026/01/16-22:13:24.048
agg,107.0,40960.0,40.0,2026/01/16-22:13:24.064
agg,108.0,40960.0,40.0,2026/01/16-22:13:24.078
agg,109.0,40960.0,40.0,2026/01/16-22:13:24.092
agg,110.0,40960.0,40.0,2026/01/16-22:13:25.007
agg,111.0,57360.0,56.0,2026/01/16-22:13:25.033
agg,112.0,65516.0,64.0,2026/01/16-22:13:25.055
agg,113.0,40960.0,40.0,2026/01/16-22:13:25.070
agg,114.0,40960.0,40.0,2026/01/16-22:13:25.083
agg,115.0,40960.0,40.0,2026/01/16-22:13:25.098
agg,116.0,40960.0,40.0,2026/01/16-22:13:26.012
agg,117.0,40960.0,40.0,2026/01/16-22:13:26.026
agg,118.0,40960.0,40.0,2026/01/16-22:13:26.041
agg,119.0,40960.0,40.0,2026/01/16-22:13:26.056
agg,120.0,40960.0,40.0,2026/01/16-22:13:26.070
agg,121.0,40960.0,40.0,2026/01/16-22:13:26.084
agg,122.0,57360.0,56.0,2026/01/16-22:13:27.006
agg,123.0,65516.0,64.0,2026/01/16-22:13:27.032
agg,124.0,40960.0,40.0,2026/01/16-22:13:27.046
agg,125.0,40960.0,40.0,2026/01/16-22:13:27.061
agg,126.0,40960.0,40.0,2026/01/16-22:13:27.076
agg,127.0,40960.0,40.0,2026/01/16-22:13:27.089
agg,128.0,40960.0,40.0,2026/01/16-22:13:28.001
agg,129.0,40960.0,40.0,2026/01/16-22:13:28.014
agg,130.0,40960.0,40.0,2026/01/16-22:13:28.029
agg,131.0,40960.0,40.0,2026/01/16-22:13:28.043
agg,132.0,40960.0,40.0,2026/01/16-22:13:28.056
agg,133.0,57360.0,56.0,2026/01/16-22:13:28.081
agg,134.0,65516.0,64.0,2026/01/16-22:13:29.001
agg,135.0,40960.0,40.0,2026/01/16-22:13:29.013
agg,136.0,40960.0,40.0,2026/01/16-22:13:29.028
agg,137.0,40960.0,40.0,2026/01/16-22:13:29.042
agg,138.0,40960.0,40.0,2026/01/16-22:13:29.053
agg,139.0,40960.0,40.0,2026/01/16-22:13:29.068
agg,140.0,40960.0,40.0,2026/01/16-22:13:29.082
agg,141.0,40960.0,40.0,2026/01/16-22:13:29.097
agg,142.0,40960.0,40.0,2026/01/16-22:13:30.011
agg,143.0,40960.0,40.0,2026/01/16-22:13:30.025
agg,144.0,57360.0,56.0,2026/01/16-22:13:30.051
agg,145.0,65516.0,64.0,2026/01/16-22:13:30.077
agg,146.0,40960.0,40.0,2026/01/16-22:13:30.090
agg,147.0,40960.0,40.0,2026/01/16-22:13:31.006
agg,148.0,40960.0,40.0,2026/01/16-22:13:31.021
agg,149.0,40960.0,40.0,2026/01/16-22:13:31.033
agg,150.0,40960.0,40.0,2026/01/16-22:13:31.047
